nl,paraphrases,sql,tables,columns,business_intent,complexity,alternatives,label
"What are the most expensive items, and which carriers ship them?","# Paraphrases of the Original Question

1. Which products have the highest price points, and what shipping companies handle their delivery?

2. Can you identify the costliest merchandise and the logistics providers that transport them?

3. What items command the greatest expense, and which transportation services are responsible for their shipment?","SELECT i.i_item_id, i.i_item_desc, i.i_current_price, sm.sm_carrier 
FROM item i 
JOIN ship_mode sm ON 1=1 
ORDER BY i.i_current_price DESC 
LIMIT 10;",ship_mode;item,,"To identify premium products and understand shipping options available for them, which can help optimize logistics for high-value items and potentially offer premium shipping services for expensive products.",medium,The query performs a cross join between items and ship modes. An alternative approach could be to use data from additional tables (if available) to find actual shipping relationships between items and carriers.,1
"What are the most expensive items, and which carriers ship them?",,"SELECT dummy_col, d1.d_year, d1.d_month, 
       SUM(ws_net_paid) AS total_web_sales, 
       SUM(wr_net_loss) AS total_web_returns
FROM web_sales 
JOIN date_dim d1 ON ws_sold_date_sk = d1.d_date_sk
LEFT JOIN web_returns ON ws_order_number = wr_order_number AND ws_item_sk = wr_item_sk
JOIN date_dim d2 ON wr_returned_date_sk = d2.d_date_sk
GROUP BY d1.d_year, d1.d_month
ORDER BY d1.d_year, d1.d_month;",web_sales;web_returns;date_dim,,,hard,,0
"What are the most expensive items, and which carriers ship them?",,"SELECT dummy_col, i.i_item_id, i.i_item_desc, i.i_current_price, sm.sm_carrier 
FROM item i 
JOIN ship_mode sm ON 1=1 
ORDER BY i.i_current_price DESC 
LIMIT 10;",ship_mode;item,,,hard,,0
What is the average inventory quantity on hand across all warehouses?,"# Paraphrases of ""What is the average inventory quantity on hand across all warehouses?""

1. Across the entire network of warehouses, what is the mean quantity of inventory currently being held?

2. What's the typical amount of stock maintained, when calculated as an average across all warehouse facilities?

3. If you consider all warehouses collectively, what is the average number of inventory units currently on hand?",SELECT AVG(inv_quantity_on_hand) AS avg_inventory_quantity FROM inventory;,inventory,inventory.inv_quantity_on_hand,"To understand the overall inventory levels across the business, which helps in inventory management decisions, identifying if the business is overstocked or understocked on average, and establishing baseline metrics for inventory planning.",easy,"SELECT SUM(inv_quantity_on_hand)/COUNT(*) AS avg_inventory_quantity FROM inventory;;SELECT SUM(inv_quantity_on_hand) AS total_quantity, COUNT(*) AS count, SUM(inv_quantity_on_hand)/COUNT(*) AS avg_quantity FROM inventory;",1
What is the average inventory quantity on hand across all warehouses?,,"SELECT dummy_col, web_name FROM web_site;",web_site,web_site.web_name,,easy,,0
What is the average inventory quantity on hand across all warehouses?,,"SELECT dummy_col, AVG(inv_quantity_on_hand) AS avg_inventory_quantity FROM inventory;",inventory,inventory.inv_quantity_on_hand,,easy,,0
What is the total sales amount by day of the week for all store sales in 2022?,"# Paraphrases of the Original Question

1. For each day of the week, what was the aggregate sales revenue across all stores during 2022?

2. How did total store sales in 2022 break down by day of the week when summed across all locations?

3. Can you provide the daily sales totals for each day of the week, combining figures from all stores throughout 2022?","SELECT d.d_day_name, SUM(ss.ss_sales_price) as total_sales
FROM store_sales ss
JOIN date_dim d ON ss.ss_sold_time_sk = d.d_date_sk
WHERE d.d_year = 2022
GROUP BY d.d_day_name
ORDER BY total_sales DESC",date_dim;store_sales,,"To analyze which days of the week generate the most sales revenue throughout the year 2022. This analysis can help with staffing decisions, inventory management, and promotional planning by identifying peak sales days.",medium,We could analyze average sales per weekday instead of total sales by using AVG() instead of SUM();We could further break this down by month to see if weekday patterns change seasonally by adding d_month to both the SELECT and GROUP BY clauses,1
What is the total sales amount by day of the week for all store sales in 2022?,,"SELECT w_warehouse_name, w_warehouse_sq_ft FROM warehouse ORDER BY w_warehouse_sq_ft DESC LIMIT 1;",warehouse,warehouse.w_warehouse_name;warehouse.w_warehouse_sq_ft,,easy,,0
What is the total sales amount by day of the week for all store sales in 2022?,,"SELECT dummy_col, d.d_day_name, SUM(ss.ss_sales_price) as total_sales
FROM store_sales ss
JOIN date_dim d ON ss.ss_sold_time_sk = d.d_date_sk
WHERE d.d_year = 2022
GROUP BY d.d_day_name
ORDER BY total_sales DESC",date_dim;store_sales,,,hard,,0
What are the web pages that were created after 2019 but are no longer active?,"# Paraphrases of the Original Question

1. Which websites were established post-2019 but have since been discontinued or shut down?

2. Can you identify web pages that came into existence after 2019 but are currently inactive or no longer accessible?

3. What internet sites were launched following 2019 that have ceased to function or are no longer maintained?","SELECT wp_web_page_id, wp_creation_date_sk, wp_rec_start_date, wp_rec_end_date
FROM web_page
WHERE wp_creation_date_sk IN (SELECT d_date_sk FROM date_dim WHERE d_year > 2019)
AND wp_rec_end_date IS NOT NULL
AND wp_rec_end_date < CURRENT_DATE
ORDER BY wp_rec_end_date DESC;",web_page;date_dim,,"To identify discontinued web pages that were relatively new (created after 2019). This analysis helps understand which recent web page initiatives were short-lived, potentially revealing unsuccessful digital content strategies or content that became outdated quickly. This information can inform future content development and web strategy decisions.",medium,The query assumes a date_dim table exists to join with wp_creation_date_sk. An alternative approach would be to use direct date comparison if wp_creation_date was available instead of a surrogate key.;We could also enhance this query to include additional web page attributes like page type or category to better understand what types of recent pages were discontinued.,1
What are the web pages that were created after 2019 but are no longer active?,,"SELECT DISTINCT dummy_col, sm_carrier FROM ship_mode ORDER BY sm_carrier",ship_mode,ship_mode.sm_carrier,,easy,,0
What are the web pages that were created after 2019 but are no longer active?,,"SELECT dummy_col, wp_web_page_id, wp_creation_date_sk, wp_rec_start_date, wp_rec_end_date
FROM web_page
WHERE wp_creation_date_sk IN (SELECT d_date_sk FROM date_dim WHERE d_year > 2019)
AND wp_rec_end_date IS NOT NULL
AND wp_rec_end_date < CURRENT_DATE
ORDER BY wp_rec_end_date DESC;",web_page;date_dim,,,hard,,0
What is the distribution of catalog sales by gender?,"# Paraphrased Versions

1. How are catalog purchases distributed among different genders?

2. What percentage of catalog sales can be attributed to each gender category?

3. When examining catalog sales data, how does the breakdown by gender appear?","SELECT cd_gender, SUM(cs_net_paid) as total_sales FROM catalog_sales JOIN customer_demographics ON cs_bill_cdemo_sk = cd_demo_sk GROUP BY cd_gender ORDER BY total_sales DESC",catalog_sales;customer_demographics,,"To analyze sales performance by gender demographic to identify purchasing patterns across gender segments. This can inform targeted marketing strategies, product development decisions, and help optimize customer segmentation efforts.",medium,We could also use cs_bill_customer_sk to join with customer table if it contained gender information directly;Could analyze other metrics like average order value by gender using AVG(cs_net_paid) instead of SUM,1
What is the distribution of catalog sales by gender?,,"SELECT DISTINCT ws.web_site_id, ws.web_name
FROM web_site ws
JOIN household_demographics hd ON ws.web_site_sk = hd.hd_demo_sk
WHERE DATEDIFF(day, ws.web_rec_start_date, COALESCE(ws.web_rec_end_date, CURRENT_DATE)) > 1825
AND hd.hd_dep_count > 2
ORDER BY ws.web_site_id;",web_site;household_demographics,,,hard,,0
What is the distribution of catalog sales by gender?,,"SELECT dummy_col, cd_gender, SUM(cs_net_paid) as total_sales FROM catalog_sales JOIN customer_demographics ON cs_bill_cdemo_sk = cd_demo_sk GROUP BY cd_gender ORDER BY total_sales DESC",catalog_sales;customer_demographics,,,hard,,0
"What are the income bands with a lower bound greater than $50,000?","# Paraphrased Versions

1. Which income categories have a minimum threshold exceeding $50,000?

2. Can you identify the income ranges that start above $50,000?

3. What income brackets have their lower limits set higher than $50,000?","SELECT ib_income_band_sk, ib_lower_bound, ib_upper_bound FROM income_band WHERE ib_lower_bound > 50000 ORDER BY ib_lower_bound",income_band,income_band.ib_lower_bound;income_band.ib_upper_bound;income_band.ib_income_band_sk,"To identify higher income segments for potential premium customer targeting, luxury product marketing, or financial services analysis. This helps in market segmentation and targeting strategies for products or services aimed at higher-income customers.",easy,Another approach could use a different threshold value depending on the specific business need;The query could also be modified to look for specific income ranges rather than just a lower bound,1
"What are the income bands with a lower bound greater than $50,000?",,"SELECT dummy_col, cd_education_status, COUNT(*) as count FROM customer_demographics WHERE cd_purchase_estimate > 5000 GROUP BY cd_education_status ORDER BY count DESC",customer_demographics,customer_demographics.cd_education_status;customer_demographics.cd_purchase_estimate,,medium,,0
